customer_id,country,signup_date,last_observed_date,source_system,is_simulated,simulation_version
C13790,United Kingdom,2011-12-05 15:48:00,2011-12-05 15:48:00,UCI Online Retail,False,
C13791,United Kingdom,2011-06-24 16:38:00,2011-10-27 14:38:00,UCI Online Retail,False,
C13792,United Kingdom,2011-02-25 14:03:00,2011-10-04 14:31:00,UCI Online Retail,False,
C13798,United Kingdom,2010-12-02 17:24:00,2011-12-08 15:51:00,UCI Online Retail,False,
C13799,United Kingdom,2011-02-18 14:18:00,2011-08-15 12:07:00,UCI Online Retail,False,
C13800,United Kingdom,2011-02-03 12:27:00,2011-02-03 12:27:00,UCI Online Retail,False,
C13801,United Kingdom,2011-10-04 10:15:00,2011-10-04 10:15:00,UCI Online Retail,False,
C13802,United Kingdom,2010-12-14 09:54:00,2011-07-24 13:26:00,UCI Online Retail,False,
C13803,United Kingdom,2011-03-29 12:57:00,2011-03-29 12:57:00,UCI Online Retail,False,
C13804,United Kingdom,2011-02-23 09:09:00,2011-11-09 12:32:00,UCI Online Retail,False,
C13805,United Kingdom,2011-08-02 15:29:00,2011-10-18 14:50:00,UCI Online Retail,False,
C13806,United Kingdom,2011-10-07 11:43:00,2011-10-07 11:43:00,UCI Online Retail,False,
C13807,United Kingdom,2010-12-07 15:48:00,2010-12-07 15:48:00,UCI Online Retail,False,
C13808,United Kingdom,2011-09-04 12:07:00,2011-12-04 12:18:00,UCI Online Retail,False,
C13809,Cyprus,2011-02-07 13:15:00,2011-02-07 13:15:00,UCI Online Retail,False,
C13810,Germany,2011-10-14 12:57:00,2011-11-11 08:33:00,UCI Online Retail,False,
C13811,Germany,2011-04-14 18:40:00,2011-06-09 09:54:00,UCI Online Retail,False,
C13812,Germany,2011-08-26 12:54:00,2011-10-28 14:27:00,UCI Online Retail,False,
C13813,Germany,2011-07-28 10:33:00,2011-10-31 10:38:00,UCI Online Retail,False,
C13814,Germany,2011-07-25 13:54:00,2011-10-14 16:57:00,UCI Online Retail,False,
C13815,Germany,2011-01-25 12:16:00,2011-11-17 14:19:00,UCI Online Retail,False,
C13816,Germany,2011-10-06 14:37:00,2011-11-16 08:38:00,UCI Online Retail,False,
C13817,Germany,2010-12-23 11:46:00,2011-11-10 17:49:00,UCI Online Retail,False,
C13819,United Kingdom,2011-01-24 10:38:00,2011-02-11 10:38:00,UCI Online Retail,False,
C13821,United Kingdom,2011-03-23 11:30:00,2011-07-18 09:49:00,UCI Online Retail,False,
C13822,United Kingdom,2011-10-30 15:55:00,2011-12-04 12:13:00,UCI Online Retail,False,
C13823,United Kingdom,2011-09-09 10:42:00,2011-11-21 10:22:00,UCI Online Retail,False,
C13824,United Kingdom,2011-02-02 13:07:00,2011-11-07 12:41:00,UCI Online Retail,False,
C13826,United Kingdom,2011-06-16 13:48:00,2011-07-04 16:27:00,UCI Online Retail,False,
C13827,United Kingdom,2011-07-19 15:38:00,2011-10-13 12:38:00,UCI Online Retail,False,
C13828,United Kingdom,2011-11-17 16:02:00,2011-11-17 16:02:00,UCI Online Retail,False,
C13829,United Kingdom,2010-12-15 16:36:00,2010-12-15 16:36:00,UCI Online Retail,False,
C13831,United Kingdom,2010-12-05 12:13:00,2011-11-23 15:41:00,UCI Online Retail,False,
C13832,United Kingdom,2011-11-20 15:36:00,2011-11-22 12:31:00,UCI Online Retail,False,
C13833,United Kingdom,2011-07-03 13:27:00,2011-07-03 13:27:00,UCI Online Retail,False,
C13835,United Kingdom,2011-05-08 15:22:00,2011-11-14 15:37:00,UCI Online Retail,False,
C13837,United Kingdom,2011-01-26 12:15:00,2011-05-12 12:10:00,UCI Online Retail,False,
C13838,United Kingdom,2010-12-05 10:45:00,2011-12-04 11:00:00,UCI Online Retail,False,
C13841,United Kingdom,2011-04-01 12:10:00,2011-04-01 12:10:00,UCI Online Retail,False,
C13842,United Kingdom,2010-12-08 10:39:00,2011-10-12 10:51:00,UCI Online Retail,False,
C13844,United Kingdom,2011-11-28 13:21:00,2011-11-28 13:21:00,UCI Online Retail,False,
C13845,United Kingdom,2011-10-06 08:25:00,2011-10-06 08:25:00,UCI Online Retail,False,
C13846,United Kingdom,2010-12-14 16:07:00,2011-11-15 12:07:00,UCI Online Retail,False,
C13848,United Kingdom,2010-12-08 15:10:00,2011-09-08 12:58:00,UCI Online Retail,False,
C13849,United Kingdom,2011-06-22 10:11:00,2011-10-19 10:59:00,UCI Online Retail,False,
C13850,United Kingdom,2011-08-02 14:04:00,2011-09-12 18:00:00,UCI Online Retail,False,
C13851,United Kingdom,2011-02-24 17:18:00,2011-09-05 12:36:00,UCI Online Retail,False,
C13853,United Kingdom,2011-10-13 14:18:00,2011-12-01 08:12:00,UCI Online Retail,False,
C13854,United Kingdom,2010-12-09 10:48:00,2011-12-01 09:06:00,UCI Online Retail,False,
C13856,United Kingdom,2011-05-20 13:13:00,2011-06-24 10:03:00,UCI Online Retail,False,
C13858,United Kingdom,2011-10-13 16:17:00,2011-10-13 16:17:00,UCI Online Retail,False,
C13859,United Kingdom,2011-01-17 16:14:00,2011-01-17 16:14:00,UCI Online Retail,False,
C13860,United Kingdom,2011-09-14 09:27:00,2011-12-08 12:57:00,UCI Online Retail,False,
C13862,United Kingdom,2011-01-11 15:13:00,2011-11-21 16:24:00,UCI Online Retail,False,
C13863,United Kingdom,2011-04-06 10:20:00,2011-04-08 17:03:00,UCI Online Retail,False,
C13865,United Kingdom,2011-02-23 12:04:00,2011-10-12 13:31:00,UCI Online Retail,False,
C13866,United Kingdom,2011-09-26 14:54:00,2011-09-26 14:54:00,UCI Online Retail,False,
C13867,United Kingdom,2011-05-05 17:28:00,2011-11-08 15:48:00,UCI Online Retail,False,
C13868,United Kingdom,2011-11-01 12:45:00,2011-12-02 16:32:00,UCI Online Retail,False,
C13869,United Kingdom,2010-12-17 15:14:00,2011-08-08 13:53:00,UCI Online Retail,False,
C13870,United Kingdom,2011-02-25 09:09:00,2011-12-07 13:23:00,UCI Online Retail,False,
C13871,United Kingdom,2011-02-04 09:30:00,2011-11-17 10:49:00,UCI Online Retail,False,
C13873,United Kingdom,2011-02-03 09:37:00,2011-08-12 10:08:00,UCI Online Retail,False,
C13874,United Kingdom,2010-12-16 18:20:00,2010-12-16 18:20:00,UCI Online Retail,False,
C13875,United Kingdom,2011-02-11 15:39:00,2011-10-17 09:36:00,UCI Online Retail,False,
C13876,United Kingdom,2011-10-07 10:22:00,2011-10-07 10:22:00,UCI Online Retail,False,
C13877,United Kingdom,2011-09-14 15:49:00,2011-09-14 15:49:00,UCI Online Retail,False,
C13878,United Kingdom,2011-10-16 12:19:00,2011-10-16 12:19:00,UCI Online Retail,False,
C13880,United Kingdom,2010-12-07 14:00:00,2011-11-18 13:44:00,UCI Online Retail,False,
C13881,United Kingdom,2011-02-01 10:14:00,2011-12-06 12:50:00,UCI Online Retail,False,
C13882,United Kingdom,2011-10-06 15:28:00,2011-12-07 11:16:00,UCI Online Retail,False,
C13883,United Kingdom,2011-01-17 16:45:00,2011-12-08 19:20:00,UCI Online Retail,False,
C13884,United Kingdom,2011-03-01 13:40:00,2011-12-02 16:30:00,UCI Online Retail,False,
C13885,United Kingdom,2011-05-23 08:52:00,2011-06-03 15:07:00,UCI Online Retail,False,
C13886,United Kingdom,2011-09-29 13:17:00,2011-09-29 13:17:00,UCI Online Retail,False,
C13887,United Kingdom,2011-05-19 17:22:00,2011-05-19 17:22:00,UCI Online Retail,False,
C13888,United Kingdom,2011-05-05 14:41:00,2011-08-12 10:13:00,UCI Online Retail,False,
C13889,United Kingdom,2011-09-08 09:13:00,2011-09-08 09:13:00,UCI Online Retail,False,
C13890,United Kingdom,2010-12-16 09:31:00,2011-12-08 15:36:00,UCI Online Retail,False,
C13892,United Kingdom,2011-04-07 12:04:00,2011-11-13 11:50:00,UCI Online Retail,False,
C13893,United Kingdom,2011-02-15 11:30:00,2011-02-15 11:30:00,UCI Online Retail,False,
C13894,United Kingdom,2011-02-02 12:54:00,2011-11-17 13:35:00,UCI Online Retail,False,
C13895,United Kingdom,2011-06-28 10:17:00,2011-11-18 17:15:00,UCI Online Retail,False,
C13897,United Kingdom,2011-10-20 14:30:00,2011-10-20 14:30:00,UCI Online Retail,False,
C13898,United Kingdom,2011-01-18 10:28:00,2011-01-18 10:28:00,UCI Online Retail,False,
C13899,United Kingdom,2011-03-10 09:30:00,2011-11-23 13:40:00,UCI Online Retail,False,
C13900,United Kingdom,2011-03-22 10:13:00,2011-06-09 19:26:00,UCI Online Retail,False,
C13901,United Kingdom,2011-01-25 09:01:00,2011-09-28 14:48:00,UCI Online Retail,False,
C13904,United Kingdom,2011-02-18 11:18:00,2011-11-02 13:41:00,UCI Online Retail,False,
C13908,United Kingdom,2011-03-08 12:04:00,2011-09-21 11:49:00,UCI Online Retail,False,
C13911,United Kingdom,2011-02-04 14:46:00,2011-10-13 15:43:00,UCI Online Retail,False,
C13914,United Kingdom,2011-11-03 16:28:00,2011-12-06 10:54:00,UCI Online Retail,False,
C13917,United Kingdom,2011-06-01 12:46:00,2011-10-21 09:56:00,UCI Online Retail,False,
C13918,United Kingdom,2011-03-31 18:05:00,2011-10-21 12:25:00,UCI Online Retail,False,
C13919,Denmark,2011-08-10 10:15:00,2011-10-17 15:24:00,UCI Online Retail,False,
C13922,United Kingdom,2010-12-23 10:38:00,2010-12-23 10:38:00,UCI Online Retail,False,
C13923,United Kingdom,2011-10-17 12:33:00,2011-10-17 12:33:00,UCI Online Retail,False,
C13924,United Kingdom,2011-09-28 15:07:00,2011-12-08 09:39:00,UCI Online Retail,False,
C13925,United Kingdom,2011-07-28 12:09:00,2011-11-03 13:00:00,UCI Online Retail,False,
C13926,United Kingdom,2011-11-16 13:16:00,2011-11-16 13:16:00,UCI Online Retail,False,
C13927,United Kingdom,2011-09-26 12:00:00,2011-09-26 12:00:00,UCI Online Retail,False,
C13928,United Kingdom,2011-07-29 15:59:00,2011-11-29 10:33:00,UCI Online Retail,False,
C13929,United Kingdom,2011-01-17 15:11:00,2011-06-23 15:26:00,UCI Online Retail,False,
C13930,United Kingdom,2011-07-26 11:00:00,2011-10-13 09:45:00,UCI Online Retail,False,
C13931,United Kingdom,2011-03-04 08:43:00,2011-09-15 10:03:00,UCI Online Retail,False,
C13932,United Kingdom,2011-02-18 12:02:00,2011-02-18 12:02:00,UCI Online Retail,False,
C13933,United Kingdom,2011-07-14 13:35:00,2011-08-22 14:03:00,UCI Online Retail,False,
C13934,United Kingdom,2011-03-21 08:39:00,2011-03-21 08:39:00,UCI Online Retail,False,
C13936,United Kingdom,2011-06-13 08:47:00,2011-06-21 17:44:00,UCI Online Retail,False,
C13937,United Kingdom,2011-06-23 16:35:00,2011-06-23 16:35:00,UCI Online Retail,False,
C13938,United Kingdom,2011-11-04 14:37:00,2011-11-04 14:37:00,UCI Online Retail,False,
C13939,United Kingdom,2011-02-01 11:30:00,2011-11-16 13:33:00,UCI Online Retail,False,
C13940,United Kingdom,2011-07-18 16:05:00,2011-11-22 15:15:00,UCI Online Retail,False,
C13941,United Kingdom,2010-12-02 10:17:00,2011-11-18 09:43:00,UCI Online Retail,False,
C13946,United Kingdom,2011-03-17 10:02:00,2011-09-21 13:33:00,UCI Online Retail,False,
C13947,United Kingdom,2011-10-05 14:42:00,2011-10-05 14:42:00,UCI Online Retail,False,
C13948,United Kingdom,2010-12-14 10:18:00,2010-12-14 10:18:00,UCI Online Retail,False,
C13949,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,UCI Online Retail,False,
C13950,United Kingdom,2011-04-07 11:29:00,2011-11-28 14:44:00,UCI Online Retail,False,
C13951,United Kingdom,2011-02-18 15:21:00,2011-06-16 16:43:00,UCI Online Retail,False,
C13952,United Kingdom,2011-04-15 09:27:00,2011-05-12 19:27:00,UCI Online Retail,False,
C13953,United Kingdom,2010-12-22 10:29:00,2011-12-02 16:04:00,UCI Online Retail,False,
C13954,United Kingdom,2011-09-30 10:52:00,2011-12-08 12:50:00,UCI Online Retail,False,
C13955,United Kingdom,2011-02-07 12:24:00,2011-07-08 17:19:00,UCI Online Retail,False,
C13956,United Kingdom,2011-03-13 12:51:00,2011-12-04 13:20:00,UCI Online Retail,False,
C13958,United Kingdom,2010-12-02 17:03:00,2010-12-02 17:03:00,UCI Online Retail,False,
C13959,United Kingdom,2010-12-12 13:56:00,2011-09-21 15:06:00,UCI Online Retail,False,
C13960,United Kingdom,2011-09-29 12:39:00,2011-11-18 15:27:00,UCI Online Retail,False,
C13962,United Kingdom,2011-04-08 11:21:00,2011-11-18 08:47:00,UCI Online Retail,False,
C13963,United Kingdom,2010-12-07 09:21:00,2011-02-04 14:43:00,UCI Online Retail,False,
C13967,United Kingdom,2011-07-17 12:02:00,2011-07-17 12:02:00,UCI Online Retail,False,
C13969,United Kingdom,2010-12-09 19:32:00,2011-12-02 15:11:00,UCI Online Retail,False,
C13971,United Kingdom,2011-02-27 12:27:00,2011-12-01 08:27:00,UCI Online Retail,False,
C13972,United Kingdom,2011-05-22 11:34:00,2011-09-30 11:54:00,UCI Online Retail,False,
C13973,United Kingdom,2011-02-25 15:21:00,2011-02-25 15:21:00,UCI Online Retail,False,
C13974,United Kingdom,2011-10-21 14:41:00,2011-10-21 14:41:00,UCI Online Retail,False,
C13975,United Kingdom,2011-03-08 12:19:00,2011-11-08 13:19:00,UCI Online Retail,False,
C13976,United Kingdom,2011-05-17 09:13:00,2011-05-17 09:13:00,UCI Online Retail,False,
C13978,United Kingdom,2011-10-25 15:04:00,2011-11-25 11:36:00,UCI Online Retail,False,
C13979,United Kingdom,2011-09-27 13:32:00,2011-09-27 13:32:00,UCI Online Retail,False,
C13980,United Kingdom,2011-10-10 13:34:00,2011-10-10 13:34:00,UCI Online Retail,False,
C13982,United Kingdom,2010-12-09 13:57:00,2011-10-31 16:24:00,UCI Online Retail,False,
C13983,United Kingdom,2010-12-08 10:38:00,2011-11-10 11:06:00,UCI Online Retail,False,
C13984,United Kingdom,2010-12-08 15:58:00,2011-11-13 12:38:00,UCI Online Retail,False,
C13985,United Kingdom,2011-03-20 13:48:00,2011-12-05 17:06:00,UCI Online Retail,False,
C13986,United Kingdom,2011-11-22 15:00:00,2011-11-22 15:00:00,UCI Online Retail,False,
C13988,United Kingdom,2011-03-30 11:48:00,2011-11-20 10:15:00,UCI Online Retail,False,
C13989,United Kingdom,2011-04-14 15:39:00,2011-10-05 09:47:00,UCI Online Retail,False,
C13990,United Kingdom,2011-05-10 15:19:00,2011-05-10 15:19:00,UCI Online Retail,False,
C13991,United Kingdom,2011-07-19 12:58:00,2011-11-27 16:18:00,UCI Online Retail,False,
C13992,United Kingdom,2011-11-09 15:23:00,2011-11-09 15:23:00,UCI Online Retail,False,
C13993,United Kingdom,2011-01-13 10:43:00,2011-11-07 13:00:00,UCI Online Retail,False,
C13994,United Kingdom,2011-07-14 18:28:00,2011-12-06 11:05:00,UCI Online Retail,False,
C13995,United Kingdom,2011-04-08 08:20:00,2011-11-24 14:22:00,UCI Online Retail,False,
C13999,United Kingdom,2010-12-13 11:23:00,2011-11-29 13:40:00,UCI Online Retail,False,
C14000,United Kingdom,2011-05-12 16:50:00,2011-05-17 13:44:00,UCI Online Retail,False,
C14001,United Kingdom,2010-12-01 12:58:00,2011-10-25 10:31:00,UCI Online Retail,False,
C14002,United Kingdom,2011-07-06 14:59:00,2011-07-28 15:55:00,UCI Online Retail,False,
C14004,United Kingdom,2011-02-24 09:28:00,2011-10-27 14:40:00,UCI Online Retail,False,
C14005,United Kingdom,2011-05-08 10:33:00,2011-11-30 12:41:00,UCI Online Retail,False,
C14006,United Kingdom,2011-01-31 15:11:00,2011-08-16 09:39:00,UCI Online Retail,False,
C14009,United Kingdom,2011-05-18 13:00:00,2011-05-25 15:47:00,UCI Online Retail,False,
C14012,United Kingdom,2011-03-07 12:26:00,2011-03-07 12:26:00,UCI Online Retail,False,
C14013,United Kingdom,2011-03-09 08:59:00,2011-08-21 15:01:00,UCI Online Retail,False,
C14014,United Kingdom,2011-09-23 13:18:00,2011-09-23 13:18:00,UCI Online Retail,False,
C14015,United Kingdom,2011-10-18 10:02:00,2011-10-18 10:02:00,UCI Online Retail,False,
C14016,EIRE,2010-12-17 14:21:00,2011-07-08 14:27:00,UCI Online Retail,False,
C14019,United Kingdom,2011-07-24 15:39:00,2011-10-24 10:13:00,UCI Online Retail,False,
C14020,United Kingdom,2011-09-12 15:32:00,2011-11-23 09:22:00,UCI Online Retail,False,
C14021,United Kingdom,2011-03-28 15:10:00,2011-07-07 15:46:00,UCI Online Retail,False,
C14022,United Kingdom,2011-04-28 14:39:00,2011-04-28 14:39:00,UCI Online Retail,False,
C14023,United Kingdom,2011-04-03 15:50:00,2011-12-02 13:58:00,UCI Online Retail,False,
C14024,United Kingdom,2011-08-07 13:31:00,2011-08-10 11:30:00,UCI Online Retail,False,
C14027,United Kingdom,2011-10-10 09:01:00,2011-10-10 09:01:00,UCI Online Retail,False,
C14029,United Kingdom,2011-07-18 16:57:00,2011-10-07 14:46:00,UCI Online Retail,False,
C14030,United Kingdom,2010-12-08 16:11:00,2011-11-21 16:48:00,UCI Online Retail,False,
C14031,United Kingdom,2010-12-02 16:34:00,2011-12-02 17:13:00,UCI Online Retail,False,
C14032,United Kingdom,2010-12-08 10:53:00,2011-12-07 15:23:00,UCI Online Retail,False,
C14034,United Kingdom,2011-07-05 13:06:00,2011-11-17 14:02:00,UCI Online Retail,False,
C14035,United Kingdom,2011-02-15 12:48:00,2011-11-11 10:03:00,UCI Online Retail,False,
C14036,United Kingdom,2011-02-28 09:26:00,2011-02-28 09:26:00,UCI Online Retail,False,
C14037,United Kingdom,2010-12-10 11:39:00,2011-06-16 13:57:00,UCI Online Retail,False,
C14038,United Kingdom,2011-05-16 14:05:00,2011-09-22 13:37:00,UCI Online Retail,False,
C14039,United Kingdom,2011-11-06 13:48:00,2011-11-06 13:48:00,UCI Online Retail,False,
C14040,United Kingdom,2011-01-12 14:57:00,2011-10-30 12:42:00,UCI Online Retail,False,
C14041,United Kingdom,2011-03-18 13:25:00,2011-03-18 13:25:00,UCI Online Retail,False,
C14044,United Kingdom,2011-02-03 11:39:00,2011-11-13 12:05:00,UCI Online Retail,False,
C14045,United Kingdom,2010-12-01 11:32:00,2011-08-22 15:27:00,UCI Online Retail,False,
C14046,United Kingdom,2011-02-28 14:48:00,2011-02-28 14:48:00,UCI Online Retail,False,
C14047,United Kingdom,2010-12-02 10:09:00,2011-12-01 11:43:00,UCI Online Retail,False,
C14048,United Kingdom,2011-02-07 14:53:00,2011-03-07 13:49:00,UCI Online Retail,False,
C14049,United Kingdom,2011-01-26 10:30:00,2011-11-23 12:20:00,UCI Online Retail,False,
C14050,United Kingdom,2011-08-25 13:46:00,2011-11-08 10:00:00,UCI Online Retail,False,
C14051,United Kingdom,2010-12-08 12:49:00,2011-12-09 10:20:00,UCI Online Retail,False,
C14052,United Kingdom,2011-11-20 12:30:00,2011-11-20 12:30:00,UCI Online Retail,False,
C14053,United Kingdom,2011-07-03 12:21:00,2011-08-07 14:27:00,UCI Online Retail,False,
C14054,United Kingdom,2011-10-05 15:49:00,2011-10-05 15:49:00,UCI Online Retail,False,
C14055,United Kingdom,2011-08-25 15:04:00,2011-08-25 15:04:00,UCI Online Retail,False,
C14056,United Kingdom,2011-02-28 15:19:00,2011-12-08 13:36:00,UCI Online Retail,False,
C14057,United Kingdom,2010-12-14 12:11:00,2011-11-16 10:32:00,UCI Online Retail,False,
C14059,United Kingdom,2011-03-18 10:06:00,2011-03-18 10:06:00,UCI Online Retail,False,
C14060,United Kingdom,2010-12-02 12:11:00,2011-12-05 12:29:00,UCI Online Retail,False,
C14062,United Kingdom,2010-12-10 15:56:00,2011-11-30 10:04:00,UCI Online Retail,False,
C14064,United Kingdom,2011-03-10 12:59:00,2011-11-10 13:14:00,UCI Online Retail,False,
C14066,United Kingdom,2011-03-18 12:21:00,2011-03-18 12:21:00,UCI Online Retail,False,
C14067,United Kingdom,2011-09-04 12:00:00,2011-10-07 10:21:00,UCI Online Retail,False,
C14068,United Kingdom,2011-01-23 16:02:00,2011-01-23 16:02:00,UCI Online Retail,False,
C14071,United Kingdom,2011-03-20 11:33:00,2011-12-06 12:27:00,UCI Online Retail,False,
C14073,United Kingdom,2011-11-07 15:49:00,2011-11-18 16:14:00,UCI Online Retail,False,
C14075,United Kingdom,2011-03-23 16:35:00,2011-12-05 08:38:00,UCI Online Retail,False,
C14076,United Kingdom,2011-08-02 15:19:00,2011-08-02 15:19:00,UCI Online Retail,False,
C14077,United Kingdom,2011-03-10 15:52:00,2011-10-30 12:35:00,UCI Online Retail,False,
C14078,United Kingdom,2010-12-01 12:54:00,2011-08-30 12:16:00,UCI Online Retail,False,
C14079,United Kingdom,2011-08-07 12:10:00,2011-08-07 12:10:00,UCI Online Retail,False,
C14080,United Kingdom,2011-11-07 11:09:00,2011-11-07 11:09:00,UCI Online Retail,False,
C14081,United Kingdom,2010-12-05 15:47:00,2011-03-17 14:24:00,UCI Online Retail,False,
C14082,United Kingdom,2010-12-10 11:02:00,2010-12-10 11:02:00,UCI Online Retail,False,
C14083,United Kingdom,2010-12-03 12:24:00,2011-12-05 13:14:00,UCI Online Retail,False,
C14085,United Kingdom,2010-12-06 12:39:00,2011-12-07 13:46:00,UCI Online Retail,False,
C14087,United Kingdom,2011-12-07 12:28:00,2011-12-07 12:41:00,UCI Online Retail,False,
C14088,United Kingdom,2011-01-21 13:07:00,2011-11-29 16:16:00,UCI Online Retail,False,
C14089,United Kingdom,2011-10-14 10:38:00,2011-10-14 10:38:00,UCI Online Retail,False,
C14090,United Kingdom,2011-01-19 10:51:00,2011-01-19 10:51:00,UCI Online Retail,False,
C14092,United Kingdom,2010-12-02 09:10:00,2011-12-02 12:13:00,UCI Online Retail,False,
C14093,United Kingdom,2011-11-27 16:27:00,2011-11-27 16:27:00,UCI Online Retail,False,
C14096,United Kingdom,2011-08-30 10:49:00,2011-12-05 17:17:00,UCI Online Retail,False,
C14098,United Kingdom,2011-11-03 10:13:00,2011-11-03 10:13:00,UCI Online Retail,False,
C14099,United Kingdom,2010-12-20 11:14:00,2011-11-23 13:53:00,UCI Online Retail,False,
C14100,United Kingdom,2011-07-25 11:01:00,2011-07-25 11:01:00,UCI Online Retail,False,
C14101,United Kingdom,2011-01-17 13:09:00,2011-09-27 12:28:00,UCI Online Retail,False,
C14102,United Kingdom,2011-10-26 12:46:00,2011-12-04 15:38:00,UCI Online Retail,False,
C14104,United Kingdom,2011-06-27 12:49:00,2011-07-08 12:50:00,UCI Online Retail,False,
C14105,United Kingdom,2011-04-14 17:58:00,2011-09-15 16:13:00,UCI Online Retail,False,
C14107,United Kingdom,2010-12-10 13:29:00,2011-10-19 12:12:00,UCI Online Retail,False,
C14108,United Kingdom,2011-08-30 11:32:00,2011-11-09 10:41:00,UCI Online Retail,False,
C14109,United Kingdom,2011-09-28 10:18:00,2011-11-16 13:51:00,UCI Online Retail,False,
C14110,United Kingdom,2011-03-18 09:59:00,2011-12-06 12:26:00,UCI Online Retail,False,
C14111,United Kingdom,2011-04-12 11:36:00,2011-11-25 13:44:00,UCI Online Retail,False,
C14112,United Kingdom,2011-03-09 11:28:00,2011-11-17 12:30:00,UCI Online Retail,False,
C14113,United Kingdom,2010-12-20 11:56:00,2011-12-06 12:18:00,UCI Online Retail,False,
C14114,United Kingdom,2011-01-13 11:05:00,2011-03-11 09:42:00,UCI Online Retail,False,
C14116,United Kingdom,2011-08-10 12:44:00,2011-11-20 10:29:00,UCI Online Retail,False,
C14117,United Kingdom,2011-07-19 09:49:00,2011-07-19 09:49:00,UCI Online Retail,False,
C14119,United Kingdom,2010-12-20 13:58:00,2010-12-20 13:58:00,UCI Online Retail,False,
C14121,United Kingdom,2011-10-11 10:39:00,2011-12-06 12:19:00,UCI Online Retail,False,
C14124,United Kingdom,2011-09-16 13:32:00,2011-09-16 13:32:00,UCI Online Retail,False,
C14125,United Kingdom,2011-09-22 15:40:00,2011-11-29 12:47:00,UCI Online Retail,False,
C14126,United Kingdom,2011-11-29 12:21:00,2011-12-02 11:45:00,UCI Online Retail,False,
C14127,United Kingdom,2011-02-02 12:26:00,2011-08-09 10:49:00,UCI Online Retail,False,
C14128,United Kingdom,2011-03-29 10:49:00,2011-10-10 12:00:00,UCI Online Retail,False,
C14129,United Kingdom,2011-03-24 08:44:00,2011-12-08 11:02:00,UCI Online Retail,False,
C14130,United Kingdom,2011-01-24 16:05:00,2011-01-24 16:05:00,UCI Online Retail,False,
C14132,United Kingdom,2011-06-09 12:04:00,2011-12-07 13:35:00,UCI Online Retail,False,
C14133,United Kingdom,2011-01-28 11:27:00,2011-08-02 11:34:00,UCI Online Retail,False,
C14135,United Kingdom,2010-12-02 10:27:00,2011-12-08 11:38:00,UCI Online Retail,False,
C14138,United Kingdom,2011-10-07 09:38:00,2011-12-08 12:44:00,UCI Online Retail,False,
C14139,United Kingdom,2011-10-24 13:34:00,2011-10-24 13:34:00,UCI Online Retail,False,
C14140,United Kingdom,2011-11-08 11:20:00,2011-12-06 09:05:00,UCI Online Retail,False,
C14141,United Kingdom,2011-08-26 14:40:00,2011-12-07 09:53:00,UCI Online Retail,False,
C14142,United Kingdom,2010-12-01 16:33:00,2010-12-01 16:33:00,UCI Online Retail,False,
C14143,United Kingdom,2011-07-29 09:48:00,2011-07-29 09:48:00,UCI Online Retail,False,
C14145,United Kingdom,2011-05-06 13:01:00,2011-10-24 12:10:00,UCI Online Retail,False,
C14146,United Kingdom,2010-12-17 15:52:00,2011-12-01 10:18:00,UCI Online Retail,False,
C14147,United Kingdom,2011-02-27 11:42:00,2011-10-21 13:36:00,UCI Online Retail,False,
C14148,United Kingdom,2011-04-20 12:02:00,2011-04-20 12:02:00,UCI Online Retail,False,
C14149,United Kingdom,2011-05-03 09:44:00,2011-05-11 12:34:00,UCI Online Retail,False,
C14150,United Kingdom,2010-12-15 10:04:00,2011-11-04 10:05:00,UCI Online Retail,False,
C14152,United Kingdom,2011-04-19 15:46:00,2011-09-25 12:54:00,UCI Online Retail,False,
C14154,United Kingdom,2011-04-14 15:58:00,2011-04-14 16:26:00,UCI Online Retail,False,
C14155,United Kingdom,2011-03-18 14:13:00,2011-03-18 14:13:00,UCI Online Retail,False,
C14156,EIRE,2010-12-02 17:08:00,2011-11-30 10:54:00,UCI Online Retail,False,
C14157,United Kingdom,2011-02-27 13:04:00,2011-11-20 11:32:00,UCI Online Retail,False,
C14158,United Kingdom,2011-10-30 15:08:00,2011-10-30 15:08:00,UCI Online Retail,False,
C14159,United Kingdom,2010-12-12 11:17:00,2011-11-20 12:36:00,UCI Online Retail,False,
C14161,United Kingdom,2010-12-05 13:18:00,2011-05-08 11:41:00,UCI Online Retail,False,
C14162,United Kingdom,2011-02-20 12:32:00,2011-06-19 11:36:00,UCI Online Retail,False,
C14163,United Kingdom,2011-04-14 17:33:00,2011-09-13 15:18:00,UCI Online Retail,False,
C14164,United Kingdom,2011-09-20 12:18:00,2011-09-30 12:24:00,UCI Online Retail,False,
C14165,United Kingdom,2011-03-09 12:39:00,2011-03-09 12:39:00,UCI Online Retail,False,
C14167,United Kingdom,2011-01-12 15:44:00,2011-10-31 14:29:00,UCI Online Retail,False,
C14171,United Kingdom,2011-09-02 16:43:00,2011-09-02 16:43:00,UCI Online Retail,False,
C14173,United Kingdom,2011-05-04 14:03:00,2011-11-29 11:54:00,UCI Online Retail,False,
C14174,United Kingdom,2011-11-06 13:17:00,2011-11-06 13:17:00,UCI Online Retail,False,
C14175,United Kingdom,2011-01-14 12:22:00,2011-10-19 13:42:00,UCI Online Retail,False,
C14176,United Kingdom,2010-12-07 11:45:00,2011-02-15 13:12:00,UCI Online Retail,False,
