product_id,product_name,median_unit_price,category,cost_ratio,standard_cost,source_system,is_simulated_category,is_simulated_cost,simulation_version
21931,JUMBO STORAGE BAG SUKI,2.08,Accessories,0.4243,0.8825,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21932,SCANDINAVIAN PAISLEY PICNIC BAG,1.65,Accessories,0.4801,0.7922,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21933,PINK VINTAGE PAISLEY PICNIC BAG,1.65,Accessories,0.6096,1.0058,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21934,SKULL SHOULDER BAG,1.65,Accessories,0.3932,0.6488,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21935,SUKI  SHOULDER BAG,1.65,Accessories,0.4663,0.7694,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21936,RED RETROSPOT PICNIC BAG,2.95,Accessories,0.5532,1.6319,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21937,STRAWBERRY   PICNIC BAG,2.95,Accessories,0.629,1.8556,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21942,SKULLS DESIGN FLANNEL,1.63,Other,0.4867,0.7933,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21943,CAKES AND RABBITS DESIGN FLANNEL,1.63,Other,0.5564,0.9069,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21944,KITTENS DESIGN FLANNEL,0.85,Other,0.5089,0.4326,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21945,STRAWBERRIES  DESIGN FLANNEL,1.63,Other,0.5694,0.9281,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21946,PARTY TIME DESIGN FLANNEL,0.85,Other,0.6047,0.514,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21947,SET OF 6 HEART CHOPSTICKS,1.25,Home Decor,0.4773,0.5966,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21948,SET OF 6 CAKE CHOPSTICKS,2.46,Other,0.4841,1.1909,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.28,Other,0.6533,0.8362,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21955,DOORMAT UNION JACK GUNS AND ROSES,7.95,Other,0.5372,4.2707,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21967,PACK OF 12 SKULL TISSUES,0.29,Other,0.5313,0.1541,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.45,Stationery,0.6049,0.8771,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.45,Stationery,0.6502,0.9428,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21974,SET OF 36 PAISLEY FLOWER DOILIES,1.45,Other,0.4836,0.7012,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21975,PACK OF 60 DINOSAUR CAKE CASES,0.55,Other,0.4629,0.2546,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21976,PACK OF 60 MUSHROOM CAKE CASES,0.55,Other,0.5331,0.2932,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.55,Other,0.5661,0.3114,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21980,PACK OF 12 RED RETROSPOT TISSUES,0.29,Other,0.4915,0.1425,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21981,PACK OF 12 WOODLAND TISSUES,0.39,Other,0.4237,0.1652,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21982,PACK OF 12 SUKI TISSUES,0.39,Other,0.5707,0.2226,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21983,PACK OF 12 BLUE PAISLEY TISSUES,0.29,Other,0.6606,0.1916,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21984,PACK OF 12 PINK PAISLEY TISSUES,0.39,Other,0.5853,0.2283,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21985,PACK OF 12 HEARTS DESIGN TISSUES,0.29,Home Decor,0.6464,0.1875,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21986,PACK OF 12 PINK POLKADOT TISSUES,0.29,Other,0.6179,0.1792,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21987,PACK OF 6 SKULL PAPER CUPS,0.65,Kitchen & Dining,0.3925,0.2551,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21988,PACK OF 6 SKULL PAPER PLATES,0.85,Kitchen & Dining,0.4448,0.3781,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21989,PACK OF 20 SKULL PAPER NAPKINS,0.85,Stationery,0.4942,0.4201,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21990,MODERN FLORAL STATIONERY SET,2.46,Other,0.6691,1.646,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21991,BOHEMIAN COLLAGE STATIONERY SET,2.46,Other,0.6629,1.6307,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21992,VINTAGE PAISLEY STATIONERY SET,2.46,Other,0.5321,1.309,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
21993,FLORAL FOLK STATIONERY SET,2.46,Other,0.6397,1.5737,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22016,Dotcomgiftshop Gift Voucher £100.00,83.33,Gifts & Seasonal,0.4445,37.0402,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22021,BLUE FELT EASTER EGG BASKET,1.65,Gifts & Seasonal,0.6734,1.1111,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22023,EMPIRE BIRTHDAY CARD,0.42,Gifts & Seasonal,0.637,0.2675,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22024,RAINY LADIES BIRTHDAY CARD,0.42,Gifts & Seasonal,0.5053,0.2122,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22025,RING OF ROSES BIRTHDAY CARD,0.42,Gifts & Seasonal,0.3826,0.1607,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22026,BANQUET BIRTHDAY  CARD,0.42,Gifts & Seasonal,0.5788,0.2431,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22027,TEA PARTY BIRTHDAY CARD,0.42,Kitchen & Dining,0.5595,0.235,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22028,PENNY FARTHING BIRTHDAY CARD,0.42,Gifts & Seasonal,0.5161,0.2168,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22029,SPACEBOY BIRTHDAY CARD,0.42,Gifts & Seasonal,0.4715,0.198,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22030,SWALLOWS GREETING CARD,0.42,Stationery,0.3844,0.1614,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.42,Gifts & Seasonal,0.4198,0.1763,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22032,BOTANICAL LILY GREETING CARD,0.42,Stationery,0.4963,0.2084,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22033,BOTANICAL ROSE GREETING CARD,0.42,Stationery,0.5442,0.2286,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22034,ROBIN CHRISTMAS CARD,0.42,Gifts & Seasonal,0.6182,0.2596,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22035,VINTAGE CARAVAN GREETING CARD,0.42,Stationery,0.4555,0.1913,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22037,ROBOT BIRTHDAY CARD,0.42,Gifts & Seasonal,0.3819,0.1604,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22038,BOTANICAL LAVENDER GIFT WRAP,0.42,Gifts & Seasonal,0.6432,0.2701,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22039,BOTANICAL LILY GIFT WRAP,0.42,Gifts & Seasonal,0.6763,0.284,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22040,BOTANICAL ROSE GIFT WRAP,0.42,Gifts & Seasonal,0.5519,0.2318,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22041,"RECORD FRAME 7"" SINGLE SIZE",2.55,Home Decor,0.5569,1.4201,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22042,CHRISTMAS CARD SINGING ANGEL,0.42,Gifts & Seasonal,0.6065,0.2547,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22043,CHRISTMAS CARD SCREEN PRINT,0.19,Gifts & Seasonal,0.5613,0.1066,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22044,CHRISTMAS CARD STACK OF PRESENTS,0.19,Gifts & Seasonal,0.4783,0.0909,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22045,SPACEBOY GIFT WRAP,0.42,Gifts & Seasonal,0.5384,0.2261,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22046,TEA PARTY  WRAPPING PAPER,0.42,Kitchen & Dining,0.524,0.2201,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22047,EMPIRE GIFT WRAP,0.42,Gifts & Seasonal,0.6752,0.2836,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22048,BIRTHDAY BANQUET GIFT WRAP,0.42,Gifts & Seasonal,0.6252,0.2626,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22049,WRAP CHRISTMAS SCREEN PRINT,0.19,Gifts & Seasonal,0.5106,0.097,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22050,PINK PAISLEY ROSE GIFT WRAP,0.42,Gifts & Seasonal,0.5973,0.2509,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.42,Gifts & Seasonal,0.676,0.2839,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22052,VINTAGE CARAVAN GIFT WRAP,0.42,Gifts & Seasonal,0.48,0.2016,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22053,EMPIRE DESIGN ROSETTE,1.25,Other,0.5124,0.6405,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22055,MINI CAKE STAND  HANGING STRAWBERY,1.65,Other,0.6134,1.0121,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.49,Kitchen & Dining,0.4169,0.6212,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22059,CERAMIC STRAWBERRY DESIGN MUG,1.49,Kitchen & Dining,0.5635,0.8396,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22060,LARGE CAKE STAND HANGING HEARTS,3.95,Home Decor,0.4004,1.5816,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22061,LARGE CAKE STAND  HANGING STRAWBERY,9.95,Other,0.6755,6.7212,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,0.83,Kitchen & Dining,0.4897,0.4065,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.95,Kitchen & Dining,0.4649,1.3715,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22064,PINK DOUGHNUT TRINKET POT,1.65,Other,0.6182,1.02,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22065,CHRISTMAS PUDDING TRINKET POT,0.39,Gifts & Seasonal,0.6505,0.2537,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22066,LOVE HEART TRINKET POT,0.39,Home Decor,0.5649,0.2203,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22067,CHOC TRUFFLE GOLD TRINKET POT,1.65,Other,0.4963,0.8189,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22068,BLACK PIRATE TREASURE CHEST,1.65,Other,0.6433,1.0614,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22069,BROWN  PIRATE TREASURE CHEST,3.36,Other,0.6061,2.0365,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22070,SMALL RED RETROSPOT MUG IN BOX,3.75,Kitchen & Dining,0.5106,1.9148,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22071,SMALL WHITE RETROSPOT MUG IN BOX,3.75,Kitchen & Dining,0.3956,1.4835,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22072,RED RETROSPOT TEA CUP AND SAUCER,3.75,Kitchen & Dining,0.5045,1.8919,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22073,RED RETROSPOT STORAGE JAR,3.75,Other,0.5974,2.2402,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22074,6 RIBBONS SHIMMERING PINKS,1.25,Other,0.5426,0.6782,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22075,6 RIBBONS ELEGANT CHRISTMAS,1.65,Gifts & Seasonal,0.3832,0.6323,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22076,6 RIBBONS EMPIRE,1.65,Other,0.4447,0.7338,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22077,6 RIBBONS RUSTIC CHARM,1.95,Other,0.4944,0.9641,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22078,RIBBON REEL LACE DESIGN,2.1,Other,0.4536,0.9526,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22079,RIBBON REEL HEARTS DESIGN,1.65,Home Decor,0.4884,0.8059,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22080,RIBBON REEL POLKADOTS,1.65,Other,0.4315,0.712,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22081,RIBBON REEL FLORA + FAUNA,1.65,Other,0.5894,0.9725,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22082,RIBBON REEL STRIPES DESIGN,1.65,Other,0.4178,0.6894,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22083,PAPER CHAIN KIT RETROSPOT,2.95,Stationery,0.4123,1.2163,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22084,PAPER CHAIN KIT EMPIRE,2.95,Stationery,0.4123,1.2163,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22085,PAPER CHAIN KIT SKULLS,2.95,Stationery,0.6539,1.929,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.95,Gifts & Seasonal,0.6063,1.7886,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22087,PAPER BUNTING WHITE LACE,2.95,Stationery,0.6616,1.9517,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22088,PAPER BUNTING COLOURED LACE,2.95,Stationery,0.3969,1.1709,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22089,PAPER BUNTING VINTAGE PAISLEY,2.95,Stationery,0.6711,1.9797,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22090,PAPER BUNTING RETROSPOT,2.95,Stationery,0.5036,1.4856,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22091,EMPIRE TISSUE BOX,0.39,Other,0.652,0.2543,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22092,BLUE PAISLEY TISSUE BOX,0.39,Other,0.4094,0.1597,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22093,MOTORING TISSUE BOX,0.39,Other,0.5757,0.2245,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22094,RED RETROSPOT TISSUE BOX,0.39,Other,0.4361,0.1701,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22095,LADS ONLY TISSUE BOX,0.74,Other,0.5201,0.3849,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22096,PINK PAISLEY SQUARE TISSUE BOX,0.39,Other,0.6129,0.239,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22097,SWALLOW SQUARE TISSUE BOX,0.39,Other,0.5179,0.202,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22098,BOUDOIR SQUARE TISSUE BOX,0.39,Other,0.5999,0.234,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22099,CARAVAN SQUARE TISSUE BOX,0.39,Other,0.5719,0.223,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22100,SKULLS SQUARE TISSUE BOX,0.39,Other,0.5469,0.2133,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22101,MIRROR MOSAIC VOTIVE HOLDER,2.46,Other,0.4933,1.2135,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22102,MIRROR MOSAIC T-LIGHT HOLDER,1.65,Other,0.4818,0.795,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,1.65,Other,0.5155,0.8506,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22104,MIRROR MOSAIC CANDLE PLATE,1.63,Kitchen & Dining,0.5243,0.8546,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,4.13,Home Decor,0.4364,1.8023,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22106,MIRROR MOSAIC HURRICANE LAMP,4.96,Other,0.4275,2.1204,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22107,PIZZA PLATE IN BOX,3.52,Kitchen & Dining,0.4016,1.4136,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22108,PING! MICROWAVE PLATE,3.29,Kitchen & Dining,0.5011,1.6486,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22109,FULL ENGLISH BREAKFAST PLATE,3.75,Kitchen & Dining,0.5237,1.9639,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22110,BIRD HOUSE HOT WATER BOTTLE,2.55,Other,0.612,1.5606,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22111,SCOTTIE DOG HOT WATER BOTTLE,4.95,Other,0.6729,3.3309,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22112,CHOCOLATE HOT WATER BOTTLE,4.95,Other,0.6542,3.2383,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22113,GREY HEART HOT WATER BOTTLE,4.25,Home Decor,0.4133,1.7565,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22114,HOT WATER BOTTLE TEA AND SYMPATHY,4.25,Kitchen & Dining,0.4842,2.0578,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22115,METAL SIGN EMPIRE TEA,0.79,Kitchen & Dining,0.6648,0.5252,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22116,METAL SIGN HIS DINNER IS SERVED,1.63,Other,0.674,1.0986,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22117,METAL SIGN HER DINNER IS SERVED,2.95,Other,0.5183,1.529,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22118,JOY WOODEN BLOCK LETTERS,4.95,Other,0.4274,2.1156,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22119,PEACE WOODEN BLOCK LETTERS,6.95,Other,0.6484,4.5064,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22120,WELCOME  WOODEN BLOCK LETTERS,9.95,Other,0.6353,6.3212,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22121,NOEL WOODEN BLOCK LETTERS,5.95,Other,0.6695,3.9835,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22123,PING MICROWAVE APRON,1.95,Other,0.4176,0.8143,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2.46,Kitchen & Dining,0.5667,1.3941,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22125,UNION JACK HOT WATER BOTTLE,12.46,Other,0.6387,7.9582,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22127,PARTY CONES CARNIVAL ASSORTED,1.25,Other,0.4333,0.5416,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22128,PARTY CONES CANDY ASSORTED,1.25,Other,0.5239,0.6549,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22129,PARTY CONES CANDY DECORATION,2.46,Home Decor,0.4069,1.001,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22130,PARTY CONE CHRISTMAS DECORATION,0.85,Gifts & Seasonal,0.5351,0.4548,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22131,FOOD CONTAINER SET 3 LOVE HEART,1.95,Home Decor,0.4343,0.8469,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22132,RED LOVE HEART SHAPE CUP,0.85,Kitchen & Dining,0.6438,0.5472,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22133,PINK LOVE HEART SHAPE CUP,1.63,Kitchen & Dining,0.4126,0.6725,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22134,MINI LADLE LOVE HEART RED,0.83,Home Decor,0.6253,0.519,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22135,MINI LADLE LOVE HEART PINK,0.83,Home Decor,0.451,0.3743,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22136,LOVE HEART SOCK HANGER,1.65,Home Decor,0.5769,0.9519,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22137,BATHROOM SET LOVE HEART DESIGN,2.95,Home Decor,0.5937,1.7514,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22138,BAKING SET 9 PIECE RETROSPOT,4.95,Other,0.5975,2.9576,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22139,RETROSPOT TEA SET CERAMIC 11 PC,4.95,Kitchen & Dining,0.5393,2.6695,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2.1,Gifts & Seasonal,0.6422,1.3486,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22142,CHRISTMAS CRAFT WHITE FAIRY,1.45,Gifts & Seasonal,0.4465,0.6474,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2.1,Gifts & Seasonal,0.6624,1.391,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22145,CHRISTMAS CRAFT HEART STOCKING,2.1,Gifts & Seasonal,0.6553,1.3761,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,Gifts & Seasonal,0.6269,1.2225,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22147,FELTCRAFT BUTTERFLY HEARTS,1.45,Home Decor,0.6746,0.9782,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22148,EASTER CRAFT 4 CHICKS,1.95,Gifts & Seasonal,0.4435,0.8648,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22149,FELTCRAFT 6 FLOWER FRIENDS,2.1,Other,0.5848,1.2281,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22150,3 STRIPEY MICE FELTCRAFT,1.95,Other,0.4553,0.8878,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22151,PLACE SETTING WHITE HEART,0.42,Home Decor,0.476,0.1999,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22152,PLACE SETTING WHITE STAR,0.42,Other,0.4835,0.2031,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22153,ANGEL DECORATION STARS ON DRESS,0.42,Home Decor,0.4376,0.1838,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22154,ANGEL DECORATION 3 BUTTONS,0.42,Home Decor,0.3917,0.1645,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22155,STAR DECORATION RUSTIC,0.42,Home Decor,0.4702,0.1975,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22156,HEART DECORATION WITH PEARLS,0.85,Home Decor,0.3802,0.3232,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22157,ANGEL DECORATION WITH LACE PADDED,0.85,Home Decor,0.6722,0.5714,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22158,3 HEARTS HANGING DECORATION RUSTIC,2.95,Home Decor,0.5116,1.5092,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22161,HEART DECORATION RUSTIC HANGING,0.79,Home Decor,0.4964,0.3922,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22162,HEART GARLAND RUSTIC PADDED,3.29,Home Decor,0.6458,2.1247,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22163,HEART STRING MEMO HOLDER HANGING,1.63,Home Decor,0.458,0.7465,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22164,STRING OF STARS CARD HOLDER,2.95,Stationery,0.5169,1.5249,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",10.79,Home Decor,0.5069,5.4695,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,15.79,Other,0.5489,8.6671,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22167,OVAL WALL MIRROR DIAMANTE,9.95,Other,0.6503,6.4705,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22168,ORGANISER WOOD ANTIQUE WHITE,8.5,Other,0.567,4.8195,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22169,FAMILY ALBUM WHITE PICTURE FRAME,8.5,Home Decor,0.6452,5.4842,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6.75,Home Decor,0.5065,3.4189,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,8.5,Other,0.4824,4.1004,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2.95,Kitchen & Dining,0.5962,1.7588,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22174,PHOTO CUBE,1.65,Other,0.4184,0.6904,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22175,PINK OWL SOFT TOY,2.95,Other,0.4911,1.4487,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22176,BLUE OWL SOFT TOY,2.95,Other,0.3895,1.149,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22178,VICTORIAN GLASS HANGING T-LIGHT,1.25,Other,0.4208,0.526,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22179,SET 10 NIGHT OWL LIGHTS,6.75,Other,0.6304,4.2552,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
22180,RETROSPOT LAMP,9.95,Other,0.438,4.3581,UCI Online Retail + simulated attributes,True,True,omnichannel-sim-v1
