customer_id,last_purchase,frequency,monetary,gross_margin,fulfilment_cost,recency_days,observed_historical_clv,r_score,f_score,m_score,rfm_segment
C14035,2011-11-11,13,1944.0855,862.6009,284.3,29,578.3009,2,3,4,At Risk
C14036,2011-11-22,9,1073.544,505.5387,119.9,18,385.6387,3,1,3,Other
C14037,2011-12-07,7,376.7425,174.8552,33.2,3,141.65519999999998,5,1,1,Other
C14038,2011-10-23,10,2202.5215,1019.0676,359.5,48,659.5676,1,2,4,Lost
C14039,2011-12-06,10,664.6155,290.7814,59.05,4,231.7314,5,2,1,Potential Loyalists
C14040,2011-11-11,18,3759.7325,1703.4805000000001,556.75,29,1146.7305000000001,2,5,5,At Risk
C14041,2011-09-14,7,616.1745,294.5809,50.3,87,244.28089999999997,1,1,1,Lost
C14044,2011-11-13,9,1142.4315,574.5472,120.94999999999999,27,453.5972,2,1,3,Other
C14045,2011-11-23,10,1842.497,746.1890999999999,202.25,17,543.9390999999999,3,2,4,Other
C14046,2011-11-09,10,934.0635,347.1155,194.15,31,152.9655,2,2,2,Other
C14047,2011-12-01,15,1793.5595,785.1983,161.25,9,623.9483,4,4,4,Champions
C14048,2011-09-03,15,1140.4745,535.7791,142.35,98,393.42909999999995,1,4,3,At Risk
C14049,2011-11-23,15,6262.7025,2939.7865,1364.3,17,1575.4865000000002,3,4,5,Loyal
C14050,2011-12-02,11,1418.642,662.9331999999999,270.40000000000003,8,392.5331999999999,4,2,3,Potential Loyalists
C14051,2011-12-09,32,16196.4115,7133.698,1339.35,1,5794.348,5,5,5,Champions
C14052,2011-11-20,12,1008.484,480.3294,65.8,20,414.5294,3,3,2,Other
C14053,2011-11-05,9,597.5945,281.7399,90.4,35,191.33989999999997,2,1,1,Other
C14054,2011-10-09,10,765.0260000000001,383.76050000000004,46.45,62,337.31050000000005,1,2,1,Lost
C14055,2011-11-13,11,1234.077,531.1784,102.75,27,428.4284,2,2,3,Other
C14056,2011-12-08,39,9114.349,4184.5157,1535.75,2,2648.7657,5,5,5,Champions
C14057,2011-12-03,26,6538.283,2789.5843,1725.2,7,1064.3843,4,5,5,Champions
C14059,2011-10-08,9,697.997,313.6213,67.6,63,246.02130000000002,1,1,1,Lost
C14060,2011-12-05,26,6591.832,2595.1937,1907.75,5,687.4436999999998,5,5,5,Champions
C14062,2011-11-30,21,11028.007,4638.3579,1982.75,10,2655.6079,4,5,5,Champions
C14064,2011-11-10,13,1764.614,817.6589,644.5,30,173.15890000000002,2,3,4,At Risk
C14066,2011-12-07,9,533.35,244.4202,35.85,3,208.5702,5,1,1,Other
C14067,2011-12-02,12,761.379,368.51849999999996,156.8,8,211.71849999999995,4,3,1,Potential Loyalists
C14068,2011-08-16,12,791.4855,366.7068,55.7,116,311.0068,1,3,2,At Risk
C14071,2011-12-06,16,1889.008,581.0274000000001,375.35,4,205.67740000000003,5,4,4,Champions
C14073,2011-11-07,10,740.622,325.3234,72.35,33,252.9734,2,2,1,Other
C14075,2011-12-05,15,1729.9365,767.181,300.95,5,466.23100000000005,5,4,4,Champions
C14076,2011-11-08,12,1942.635,906.0348,61.85,32,844.1848,2,3,4,At Risk
C14077,2011-10-30,12,830.6005,360.47180000000003,111.35,41,249.12180000000004,1,3,2,At Risk
C14078,2011-12-06,15,1481.4305,719.7026,132.2,4,587.5026,5,4,3,Loyal
C14079,2011-12-05,8,858.544,439.1431,123.2,5,315.9431,5,1,2,Other
C14080,2011-11-16,11,521.928,230.0571,44.7,24,185.3571,2,2,1,Other
C14081,2011-11-07,11,1351.254,634.1335,230.45,33,403.68350000000004,2,2,3,Other
C14082,2011-08-29,11,772.13,364.2591,70.6,103,293.65909999999997,1,2,2,Lost
C14083,2011-12-05,15,1211.987,571.1622,263.25,5,307.9122,5,4,3,Loyal
C14085,2011-12-08,27,4949.6025,2373.4382,1140.15,2,1233.2882,5,5,5,Champions
C14087,2011-12-07,13,850.0245,376.5978,125.89999999999999,3,250.69780000000003,5,3,2,Potential Loyalists
C14088,2011-12-01,18,50715.258,19996.4353,4445.8,9,15550.635300000002,4,5,5,Champions
C14089,2011-10-14,9,688.4765,322.6587,72.65,57,250.0087,1,1,1,Lost
C14090,2011-12-06,13,734.7805,343.3807,62.55,4,280.8307,5,3,1,Potential Loyalists
C14092,2011-12-08,27,4994.6275,2361.8972,758.35,2,1603.5472,5,5,5,Champions
C14093,2011-11-27,16,1159.478,545.0509,179.6,13,365.45089999999993,3,4,3,Loyal
C14096,2011-12-05,29,65790.1005,48360.7861,5762.5,5,42598.2861,5,5,5,Champions
C14098,2011-11-03,19,1111.3975,532.9266,92.05,37,440.8766,2,5,3,At Risk
C14099,2011-12-01,22,3718.764,1651.9626,792.65,9,859.3126000000001,4,5,5,Champions
C14100,2011-12-02,5,541.265,285.4235,34.35,8,251.0735,4,1,1,Other
C14101,2011-11-13,17,6492.913,2641.4566999999997,2464.35,27,177.10669999999982,2,5,5,At Risk
C14102,2011-12-04,20,1933.7849999999999,892.4492,309.2,6,583.2492,4,5,4,Champions
C14104,2011-11-21,13,733.787,331.284,56.25,19,275.034,3,3,1,Other
C14105,2011-11-29,9,1594.112,761.8521,299.05,11,462.80209999999994,4,1,4,Other
C14107,2011-10-19,15,3160.6175,1461.1131,652.0,52,809.1131,1,4,5,At Risk
C14108,2011-11-09,9,928.2429999999999,407.5178,154.35,31,253.16780000000003,2,1,2,Other
C14109,2011-09-28,15,657.5365,317.8846,71.9,73,245.98459999999997,1,4,1,At Risk
C14110,2011-12-06,24,6187.8095,2288.3048,891.75,4,1396.5548,5,5,5,Champions
C14111,2011-12-09,13,1146.5684999999999,496.4559,186.85,1,309.6059,5,3,3,Potential Loyalists
C14112,2011-11-17,13,3153.505,1399.997,593.9,23,806.0970000000001,2,3,5,At Risk
C14113,2011-12-06,12,2218.8345,799.0432000000001,284.45,4,514.5932,5,3,4,Potential Loyalists
C14114,2011-11-28,12,884.8535,438.3238,64.3,12,374.0238,4,3,2,Potential Loyalists
C14116,2011-12-03,15,2035.3935,956.9184,278.65000000000003,7,678.2683999999999,4,4,4,Champions
C14117,2011-11-24,11,628.075,274.2994,49.2,16,225.0994,3,2,1,Other
C14119,2011-10-13,12,583.244,262.8236,37.65,58,225.1736,1,3,1,At Risk
C14121,2011-12-06,14,3288.2535,1038.9814,756.9,4,282.0813999999999,5,4,5,Champions
C14124,2011-11-11,14,1037.1685,-3.025799999999981,600.9499999999999,29,-603.9757999999999,2,4,2,At Risk
C14125,2011-11-29,11,3152.939,1478.0742,592.15,11,885.9242,4,2,5,Potential Loyalists
C14126,2011-12-02,9,1753.3495,899.2927999999999,196.55,8,702.7428,4,1,4,Other
C14127,2011-10-30,10,1013.409,470.3064,132.75,41,337.5564,1,2,2,Lost
C14128,2011-12-06,11,1640.523,789.7604,223.20000000000002,4,566.5604,5,2,4,Potential Loyalists
C14129,2011-12-08,23,2022.7615,940.3791,263.9,2,676.4791,5,5,4,Champions
C14130,2011-12-07,14,1087.3565,530.3084,129.25,3,401.0584,5,4,3,Loyal
C14132,2011-12-07,20,4100.215,1782.6352,1206.55,3,576.0852,5,5,5,Champions
C14133,2011-11-15,11,1085.445,518.3562000000001,150.0,25,368.35620000000006,2,2,3,Other
C14135,2011-12-08,22,5179.39,2111.9909,1366.1000000000001,2,745.8908999999996,5,5,5,Champions
C14138,2011-12-08,8,1311.5755,566.8661,228.75,2,338.11609999999996,5,1,3,Other
C14139,2011-10-24,12,853.931,394.0347,212.4,47,181.63469999999998,1,3,2,At Risk
C14140,2011-12-06,9,1330.9245,636.5082,304.1,4,332.40819999999997,5,1,3,Other
C14141,2011-12-07,13,1487.842,718.1896,152.6,3,565.5896,5,3,3,Potential Loyalists
C14142,2011-11-24,11,822.2215,382.3588,137.15,16,245.20879999999997,3,2,2,Other
C14143,2011-11-19,8,350.187,172.0906,28.8,21,143.29059999999998,3,1,1,Other
C14145,2011-11-05,17,4345.191,1591.561,297.6,35,1293.9609999999998,2,5,5,At Risk
C14146,2011-12-01,15,4862.841,2155.5004,879.5,9,1276.0004,4,4,5,Champions
C14147,2011-09-30,9,783.4395,376.599,57.6,71,318.99899999999997,1,1,2,Lost
C14148,2011-12-08,9,689.6345,357.0802,26.9,2,330.1802,5,1,1,Other
C14149,2011-12-02,11,1053.366,450.0668,106.0,8,344.0668,4,2,2,Potential Loyalists
C14150,2011-11-04,13,1206.051,457.0322,203.0,36,254.0322,2,3,3,At Risk
C14152,2011-12-06,11,1301.7935,573.9778,278.55,4,295.4278,5,2,3,Potential Loyalists
C14154,2011-12-07,8,1762.61,844.2433,183.75,3,660.4933,5,1,4,Other
C14155,2011-10-19,10,631.837,293.6472,30.05,52,263.5972,1,2,1,Lost
C14156,2011-11-30,65,117944.20449999999,47092.8197,20250.0,10,26842.8197,4,5,5,Champions
C14157,2011-11-20,10,877.542,405.09929999999997,116.75,20,288.34929999999997,3,2,2,Other
C14158,2011-12-08,14,1015.1475,436.4523,308.45,2,128.0023,5,4,2,Loyal
C14159,2011-11-20,20,5066.17,2221.3916,1546.7,20,674.6915999999999,3,5,5,Loyal
C14161,2011-11-27,15,1769.5615,864.6116,198.3,13,666.3116,3,4,4,Loyal
C14162,2011-11-09,13,981.194,502.0773,85.25,31,416.8273,2,3,2,At Risk
C14163,2011-10-17,14,3100.127,1358.306,344.8,54,1013.5060000000001,1,4,5,At Risk
C14164,2011-11-19,14,2834.064,1359.0187,401.6,21,957.4187000000001,3,4,5,Loyal
C14165,2011-11-24,12,707.525,325.3962,46.6,16,278.7962,3,3,1,Other
C14167,2011-10-31,11,815.9095,384.0575,68.85,40,315.2075,2,2,2,Other
C14171,2011-11-27,11,938.1535,434.3989,95.5,13,338.8989,3,2,2,Other
C14173,2011-11-29,10,686.0485,338.3592,68.55,11,269.8092,4,2,1,Potential Loyalists
C14174,2011-11-09,14,773.717,347.7032,71.9,31,275.80319999999995,2,4,2,At Risk
C14175,2011-10-11,11,3763.7245,1796.1012,552.75,60,1243.3512,1,2,5,Lost
C14176,2011-09-22,11,949.47,448.50899999999996,93.85000000000001,79,354.65899999999993,1,2,2,Lost
C14177,2011-10-25,15,1107.918,510.9267,106.5,46,404.4267,1,4,3,At Risk
C14178,2011-12-08,11,1846.749,818.8969,535.8,2,283.0969,5,2,4,Potential Loyalists
C14179,2011-11-21,13,1225.495,604.8433,144.05,19,460.7933,3,3,3,Other
C14180,2011-12-06,36,5342.6105,2643.1916,279.55,4,2363.6416,5,5,5,Champions
C14184,2011-11-19,9,879.7545,387.9964,63.5,21,324.4964,3,1,2,Other
C14185,2011-11-16,8,474.079,211.71959999999999,21.45,24,190.2696,2,1,1,Other
C14188,2011-12-09,18,2469.0405,1068.5446,435.65,1,632.8946,5,5,4,Champions
C14189,2011-12-07,28,5468.5755,2292.4535,1418.45,3,874.0035,5,5,5,Champions
C14191,2011-12-08,22,5041.029,1642.8714,1307.05,2,335.82140000000004,5,5,5,Champions
C14193,2011-12-09,7,1186.122,553.6124,173.15,1,380.4624,5,1,3,Other
C14194,2011-12-05,33,11967.9895,5574.9965,2076.85,5,3498.1465000000003,5,5,5,Champions
C14195,2011-10-19,9,1434.3405,465.0232,286.25,52,178.77319999999997,1,1,3,Lost
C14196,2011-11-23,9,887.704,427.7299,77.15,17,350.57989999999995,3,1,2,Other
C14198,2011-11-21,8,830.6535,359.40389999999996,112.3,19,247.10389999999995,3,1,2,Other
C14199,2011-10-05,5,300.4445,122.6002,20.75,66,101.8502,1,1,1,Lost
C14201,2011-10-10,11,958.582,368.8077,217.0,61,151.8077,1,2,2,Lost
C14204,2011-12-07,12,851.423,353.2441,59.85,3,293.3941,5,3,2,Potential Loyalists
C14205,2011-11-23,11,856.6965,416.3581,99.9,17,316.45809999999994,3,2,2,Other
C14206,2011-10-02,9,1321.6009999999999,682.1467,120.60000000000001,69,561.5467,1,1,3,Lost
C14208,2011-11-15,12,652.559,306.8521,77.25,25,229.6021,2,3,1,At Risk
C14209,2011-11-29,12,2568.125,1216.8600999999999,262.25,11,954.6100999999999,4,3,4,Potential Loyalists
C14210,2011-11-29,15,2269.716,1026.5312999999999,290.3,11,736.2312999999999,4,4,4,Champions
C14211,2011-12-08,15,2587.036,1227.9367,450.6,2,777.3367,5,4,4,Champions
C14212,2011-12-08,12,1727.109,644.4680999999999,435.15,2,209.31809999999996,5,3,4,Potential Loyalists
C14213,2011-12-05,5,265.833,134.14870000000002,10.95,5,123.19870000000002,5,1,1,Other
C14214,2011-11-09,8,1432.8735000000001,660.2071000000001,273.65000000000003,31,386.55710000000005,2,1,3,Other
C14215,2011-11-28,16,2197.036,991.3888,502.3,12,489.08879999999994,4,4,4,Champions
C14216,2011-12-06,14,2228.443,976.8416,232.8,4,744.0416,5,4,4,Champions
C14217,2011-12-08,22,2253.639,976.5335,256.75,2,719.7835,5,5,4,Champions
C14218,2011-10-28,10,518.1615,239.3895,80.15,43,159.2395,1,2,1,Lost
C14219,2011-12-05,8,500.195,225.9393,44.1,5,181.8393,5,1,1,Other
C14220,2011-11-01,11,1293.388,563.8810000000001,120.7,39,443.1810000000001,2,2,3,Other
C14221,2011-12-03,18,4047.5745,1844.4233,792.35,7,1052.0733,4,5,5,Champions
C14222,2011-11-18,11,1445.907,675.3271,241.4,22,433.9271,3,2,3,Other
C14223,2011-09-08,14,1653.906,700.5309,235.5,93,465.0309,1,4,4,At Risk
C14224,2011-11-26,19,1960.3319999999999,895.2734,210.0,14,685.2734,3,5,4,Loyal
C14226,2011-11-11,19,3046.369,1398.6266,497.85,29,900.7766,2,5,5,At Risk
C14227,2011-11-13,21,4286.0545,1957.0368,676.3,27,1280.7368000000001,2,5,5,At Risk
C14229,2011-10-19,9,1955.2625,766.9551,230.3,52,536.6551,1,1,4,Lost
C14231,2011-10-24,12,1534.8005,708.6937,170.0,47,538.6937,1,3,3,At Risk
C14232,2011-10-28,17,2638.0005,1165.3619999999999,713.25,43,452.11199999999985,1,5,4,At Risk
C14233,2011-12-07,11,1757.836,771.0972,259.6,3,511.4972,5,2,4,Potential Loyalists
C14234,2011-11-17,12,1112.1535000000001,503.11240000000004,358.2,23,144.91240000000005,2,3,3,At Risk
C14235,2011-10-08,15,3666.1585,1588.9352999999999,717.9,63,871.0352999999999,1,4,5,At Risk
C14236,2011-09-20,13,1348.7715,571.0529,139.25,81,431.8029,1,3,3,At Risk
C14237,2011-10-18,5,325.4365,153.0556,22.75,53,130.3056,1,1,1,Lost
C14238,2011-11-30,9,807.587,377.0085,65.25,10,311.7585,4,1,2,Other
C14239,2011-12-01,17,2811.353,1347.8211000000001,367.95,9,979.8711000000001,4,5,5,Champions
C14240,2011-11-26,5,1028.786,469.511,156.05,14,313.461,3,1,2,Other
C14241,2011-11-18,11,925.2785,445.9582,85.6,22,360.3582,3,2,2,Other
C14242,2011-11-26,18,1344.127,637.5607,91.2,14,546.3607,3,5,3,Loyal
C14243,2011-12-01,18,3031.813,1436.185,453.6,9,982.5849999999999,4,5,5,Champions
C14245,2011-11-15,10,2042.0905,1002.6399,363.2,25,639.4399000000001,2,2,4,Other
C14246,2011-11-05,12,1970.491,908.62,307.05,35,601.5699999999999,2,3,4,At Risk
C14247,2011-05-11,5,592.2045,287.1506,29.95,213,257.2006,1,1,1,Lost
C14248,2011-11-30,16,1339.9025,615.9508999999999,80.4,10,535.5509,4,4,3,Loyal
C14250,2011-12-07,16,2450.4965,1155.5929,453.0,3,702.5929000000001,5,4,4,Champions
C14251,2011-12-08,16,3487.2425,1506.2516,619.8,2,886.4516000000001,5,4,5,Champions
C14256,2011-11-23,7,1236.024,580.8962,158.4,17,422.49620000000004,3,1,3,Other
C14257,2011-10-06,13,3613.6445,1711.4995999999999,614.5,65,1096.9995999999999,1,3,5,At Risk
C14258,2011-11-30,21,13330.111,5219.0905999999995,2523.25,10,2695.8405999999995,4,5,5,Champions
C14259,2011-09-27,8,437.58,184.7267,44.2,74,140.5267,1,1,1,Lost
C14261,2011-10-29,8,1652.41,804.9826,161.75,42,643.2326,1,1,4,Lost
C14262,2011-12-05,24,3564.683,1590.6441,625.25,5,965.3941,5,5,5,Champions
C14264,2011-10-21,10,1039.9965,471.4217,43.25,50,428.1717,1,2,2,Lost
C14265,2011-10-25,8,813.233,361.8215,129.15,46,232.6715,1,1,2,Lost
C14267,2011-08-01,11,1853.1299999999999,855.4658999999999,207.85,131,647.6158999999999,1,2,4,Lost
C14270,2011-08-10,10,914.9689999999999,422.5426,93.25,122,329.2926,1,2,2,Lost
C14271,2011-10-30,10,801.2325,372.75669999999997,61.4,41,311.3567,1,2,2,Lost
C14272,2011-11-04,14,2234.717,1040.7252,245.05,36,795.6752000000001,2,4,4,At Risk
C14273,2011-11-29,12,970.7795,425.36060000000003,112.2,11,313.16060000000004,4,3,2,Potential Loyalists
C14276,2011-09-14,16,2812.629,1301.8594,299.25,87,1002.6094,1,4,5,At Risk
C14277,2011-12-08,10,4603.5244999999995,2112.4764999999998,712.75,2,1399.7264999999998,5,2,5,Potential Loyalists
C14280,2011-08-05,9,503.845,240.69490000000002,45.65,127,195.0449,1,1,1,Lost
C14282,2011-12-06,19,4135.7515,1804.1834000000001,943.4,4,860.7834000000001,5,5,5,Champions
C14284,2011-11-09,15,1496.382,703.0573999999999,90.55,31,612.5074,2,4,3,At Risk
C14285,2011-11-18,12,2372.651,1066.6059,213.95,22,852.6559,3,3,4,Other
C14286,2011-12-09,12,5320.253,2487.881,1543.3500000000001,1,944.5309999999997,5,3,5,Potential Loyalists
C14287,2011-12-07,12,505.257,227.6043,112.65,3,114.95429999999999,5,3,1,Potential Loyalists
C14288,2011-09-03,8,770.009,335.5195,86.35000000000001,98,249.16949999999997,1,1,2,Lost
C14289,2011-12-01,17,1424.886,667.8426000000001,126.35,9,541.4926,4,5,3,Loyal
C14290,2011-11-28,17,3302.2225,1507.6818,360.6,12,1147.0818,4,5,5,Champions
C14291,2011-12-08,25,4617.8475,2181.0763,1007.45,2,1173.6263000000001,5,5,5,Champions
C14292,2011-12-02,18,5156.1179999999995,2280.9753,607.7,8,1673.2753,4,5,5,Champions
C14293,2011-12-06,10,1274.405,601.5305,266.15000000000003,4,335.3804999999999,5,2,3,Potential Loyalists
C14295,2011-10-30,13,843.8785,397.4011,63.15,41,334.2511,1,3,2,At Risk
C14297,2011-11-22,14,2117.549,951.7828999999999,339.2,18,612.5828999999999,3,4,4,Loyal
C14298,2011-12-01,54,54279.509,12888.4849,20449.45,9,-7560.965100000001,4,5,5,Champions
C14299,2011-12-09,21,4620.93,2100.5452999999998,785.3000000000001,1,1315.2452999999996,5,5,5,Champions
C14300,2011-12-03,10,409.60450000000003,195.6637,34.0,7,161.6637,4,2,1,Potential Loyalists
C14301,2011-12-05,5,880.9309999999999,367.97999999999996,224.4,5,143.57999999999996,5,1,2,Other
C14304,2011-11-27,14,1024.776,475.3252,87.35000000000001,13,387.9752,3,4,2,Loyal
C14305,2011-12-08,17,2629.159,1188.2669,424.2,2,764.0669,5,5,4,Champions
C14306,2011-11-12,5,2334.8185,972.9236,383.3,28,589.6235999999999,2,1,4,Other
C14307,2011-09-12,15,3453.18,1620.3093,746.7,89,873.6092999999998,1,4,5,At Risk
C14309,2011-12-01,18,2808.426,1235.0854,597.35,9,637.7353999999999,4,5,5,Champions
C14311,2011-12-08,15,1160.872,550.8188,95.05,2,455.7688,5,4,3,Loyal
C14312,2011-12-09,12,1808.9285,853.0917,374.6,1,478.4916999999999,5,3,4,Potential Loyalists
C14314,2011-11-24,13,1535.125,770.8809,137.05,16,633.8308999999999,3,3,3,Other
C14315,2011-10-26,11,2898.2755,1231.1629,374.6,45,856.5629,1,2,5,Lost
C14317,2011-11-25,10,1031.17,465.7366,114.60000000000001,15,351.1366,3,2,2,Other
C14320,2011-08-27,8,701.557,333.4292,129.35,105,204.0792,1,1,1,Lost
C14321,2011-11-29,12,1873.18,558.9132999999999,865.65,11,-306.73670000000004,4,3,4,Potential Loyalists
C14323,2011-11-11,11,966.1765,461.5771,148.75,29,312.8271,2,2,2,Other
C14326,2011-08-15,12,833.237,393.5742,68.9,117,324.67420000000004,1,3,2,At Risk
C14327,2011-08-27,7,753.5885000000001,299.1644,69.5,105,229.6644,1,1,1,Lost
C14329,2011-11-22,17,5463.9645,2539.9919,1110.9,18,1429.0919,3,5,5,Loyal
C14331,2011-11-26,10,798.663,371.5165,112.35000000000001,14,259.1665,3,2,2,Other
C14332,2011-12-03,15,1336.518,608.4475,198.5,7,409.9475,4,4,3,Loyal
C14333,2011-10-08,8,719.0425,351.3881,37.1,63,314.2881,1,1,1,Lost
C14334,2011-11-23,17,3181.1455,1481.2446,631.0500000000001,17,850.1945999999999,3,5,5,Loyal
C14335,2011-12-05,11,1012.9725,499.8403,160.35,5,339.49030000000005,5,2,2,Potential Loyalists
C14336,2011-11-23,17,2349.775,1002.7375999999999,652.85,17,349.8875999999999,3,5,4,Loyal
C14338,2011-10-31,10,1037.641,498.3198,139.6,40,358.71979999999996,2,2,2,Other
C14339,2011-12-02,14,1061.108,497.2724,102.3,8,394.9724,4,4,2,Loyal
C14340,2011-09-08,9,468.7395,213.477,45.5,93,167.977,1,1,1,Lost
C14341,2011-10-26,15,2412.417,1100.2502,506.5,45,593.7502,1,4,4,At Risk
C14342,2011-11-18,17,1523.514,678.5552,157.9,22,520.6552,3,5,3,Loyal
C14344,2011-12-04,20,1493.6735,690.5762,202.8,6,487.77619999999996,4,5,3,Loyal
C14345,2011-11-01,11,636.8955,290.6564,47.2,39,243.45640000000003,2,2,1,Other
C14346,2011-11-26,12,1429.3695,630.7351,248.95000000000002,14,381.78509999999994,3,3,3,Other
C14348,2011-11-19,13,1336.7165,632.5771,103.8,21,528.7771,3,3,3,Other
C14349,2011-12-04,7,549.2865,257.6787,47.8,6,209.87869999999998,4,1,1,Other
C14350,2011-11-30,15,986.5855,458.50329999999997,102.45,10,356.0533,4,4,2,Loyal
C14351,2011-11-20,14,683.8190000000001,300.293,37.65,20,262.64300000000003,3,4,1,Loyal
C14352,2011-11-08,13,1510.8375,735.9575,208.85,32,527.1075,2,3,3,At Risk
C14353,2011-07-04,8,421.2295,202.9874,41.9,159,161.0874,1,1,1,Lost
C14354,2011-12-04,6,435.2815,103.48409999999998,84.6,6,18.88409999999999,4,1,1,Other
C14355,2011-10-26,8,718.051,323.7004,58.0,45,265.7004,1,1,1,Lost
C14356,2011-12-06,12,1047.6355,494.4395,121.55,4,372.8895,5,3,2,Potential Loyalists
C14357,2011-10-27,8,693.4265,315.09430000000003,75.0,44,240.09430000000003,1,1,1,Lost
C14359,2011-11-23,15,2733.178,1397.5198999999998,164.95000000000002,17,1232.5698999999997,3,4,4,Loyal
C14360,2011-11-08,17,2836.609,1383.2085,435.85,32,947.3584999999999,2,5,5,At Risk
C14362,2011-11-17,13,800.451,395.103,70.5,23,324.603,2,3,2,At Risk
C14364,2011-12-01,22,4328.9495,1712.733,726.55,9,986.183,4,5,5,Champions
C14367,2011-12-01,24,9624.886,4331.4165,1575.8,9,2755.6165,4,5,5,Champions
C14368,2011-12-03,14,773.423,397.1832,51.0,7,346.1832,4,4,2,Loyal
C14371,2011-12-04,12,719.6845,347.0216,46.4,6,300.6216,4,3,1,Potential Loyalists
C14373,2011-11-07,14,712.0215,327.1107,42.85,33,284.2607,2,4,1,At Risk
C14375,2011-12-04,15,803.4544999999999,363.2745,98.75,6,264.5245,4,4,2,Loyal
C14377,2011-11-19,15,1359.468,595.0509,116.4,21,478.6509,3,4,3,Loyal
C14379,2011-10-26,12,849.077,382.5585,128.9,45,253.65849999999998,1,3,2,At Risk
C14381,2011-10-28,14,985.577,478.2134,90.7,43,387.5134,1,4,2,At Risk
C14382,2011-11-16,8,1089.3085,491.40029999999996,452.9,24,38.50029999999998,2,1,3,Other
C14383,2011-11-01,10,1718.0384999999999,765.9444,306.35,39,459.59439999999995,2,2,4,Other
C14385,2011-11-30,7,314.276,143.8474,64.2,10,79.64739999999999,4,1,1,Other
C14386,2011-10-26,7,972.1370000000001,494.8256,37.35,45,457.4756,1,1,2,Lost
C14387,2011-11-25,12,2077.014,906.3465,299.4,15,606.9465,3,3,4,Other
C14388,2011-11-29,18,3666.6325,1650.6679,710.1,11,940.5678999999999,4,5,5,Champions
C14389,2011-10-24,7,1214.036,510.00120000000004,268.95,47,241.05120000000005,1,1,3,Lost
C14390,2011-11-29,20,5147.733,2357.3528,774.6,11,1582.7528000000002,4,5,5,Champions
C14393,2011-12-07,11,537.418,244.95250000000001,34.1,3,210.85250000000002,5,2,1,Potential Loyalists
C14395,2011-12-07,18,4044.427,1870.2683,617.55,3,1252.7183,5,5,5,Champions
C14396,2011-11-21,19,1471.912,679.7281,126.75,19,552.9781,3,5,3,Loyal
C14397,2011-12-07,27,3194.2965,1791.9315,686.7,3,1105.2314999999999,5,5,5,Champions
C14400,2011-11-05,9,1303.7715,579.0381,179.75,35,399.2881,2,1,3,Other
C14401,2011-12-05,21,4499.6865,1064.6227,1597.8500000000001,5,-533.2273000000002,5,5,5,Champions
C14403,2011-11-30,14,2013.135,803.8678,209.85,10,594.0178,4,4,4,Champions
C14404,2011-11-06,25,2382.0195,1055.4397999999999,345.55,34,709.8897999999999,2,5,4,At Risk
C14406,2011-09-15,12,788.537,389.261,59.65,86,329.61100000000005,1,3,2,At Risk
C14407,2011-11-25,15,2820.2525,1317.3257999999998,522.4,15,794.9257999999999,3,4,5,Loyal
C14408,2011-11-29,9,2691.062,1304.2358,567.1,11,737.1357999999999,4,1,4,Other
C14409,2011-11-05,12,2338.6075,1091.7516,446.1,35,645.6516,2,3,4,At Risk
C14410,2011-09-08,17,1598.176,725.2494,219.29999999999998,93,505.9494000000001,1,5,4,At Risk
C14411,2011-11-22,6,1846.369,786.9195000000001,87.8,18,699.1195000000001,3,1,4,Other
C14412,2011-11-20,13,1637.5985,755.0581999999999,308.4,20,446.65819999999997,3,3,4,Other
C14413,2011-10-19,9,641.7745,301.7499,50.45,52,251.29990000000004,1,1,1,Lost
C14414,2011-09-09,20,2140.719,732.9048,920.0,92,-187.09519999999998,1,5,4,At Risk
C14415,2011-12-08,21,6377.51,2918.1588,1072.75,2,1845.4088000000002,5,5,5,Champions
C14416,2011-12-02,8,810.343,285.69190000000003,128.5,8,157.19190000000003,4,1,2,Other
C14418,2011-12-06,14,2513.1535,961.2449,633.2,4,328.0449,5,4,4,Champions
C14419,2011-11-29,15,1404.4085,638.7597,194.4,11,444.3597,4,4,3,Loyal
C14420,2011-11-12,9,668.5635,311.0394,137.6,28,173.4394,2,1,1,Other
C14421,2011-10-21,7,1108.888,561.2352999999999,140.5,50,420.73529999999994,1,1,3,Lost
C14422,2011-12-09,21,4978.53,2185.039,1056.85,1,1128.1890000000003,5,5,5,Champions
C14423,2011-12-05,15,1084.5035,478.31669999999997,85.64999999999999,5,392.6667,5,4,3,Loyal
C14424,2011-11-22,15,1391.3985,714.2398000000001,57.3,18,656.9398000000001,3,4,3,Loyal
C14426,2011-11-16,25,5310.3225,2332.6497,987.85,24,1344.7997,2,5,5,At Risk
C14427,2011-12-07,11,680.278,304.9553,105.0,3,199.95530000000002,5,2,1,Potential Loyalists
C14428,2011-12-02,11,1637.0865,757.9805,169.75,8,588.2305,4,2,4,Potential Loyalists
C14431,2011-12-02,12,865.273,431.8824,75.2,8,356.68240000000003,4,3,2,Potential Loyalists
C14432,2011-11-30,18,2965.1105,1143.7429,739.65,10,404.0929,4,5,5,Champions
C14434,2011-11-18,12,1665.4325,680.9289,144.1,22,536.8289,3,3,4,Other
C14436,2011-11-07,11,674.0205,299.0491,74.1,33,224.94910000000002,2,2,1,Other
C14437,2011-10-08,6,438.3415,204.6664,36.6,63,168.06640000000002,1,1,1,Lost
